신고번호,신고일자,신고세관부호,수입신고구분코드,수입거래구분코드,수입종류코드,징수형태코드,운송수단유형코드,신고인부호,수입자,해외거래처부호,특송업체부호,HS10단위부호,적출국가코드,원산지국가코드,관세율,관세율구분코드,원산지표시유무코드,신고중량(KG),과세가격원화금액,우범여부,핵심적발
44024332,2020-01-20,20,B,11,21,11,10,Q9ZG6R5,09TGIXN,,,3923100000,KR,KR,0.0,C3,S,570.0,1824.0,0,0
26836087,2020-01-20,30,B,11,21,11,10,LX5JHH8,APJM46I,23RIU88,,3204191000,CN,CN,0.0,FCN1,G,125.0,71437.5,0,0
37031006,2020-01-20,40,B,11,21,43,40,37ZL1DV,ZRVFAKS,P3Z8JCO,VZIZJJ,5810920000,HK,CN,13.0,A,S,10.0,5230.0,1,1
56176756,2020-01-20,40,B,87,21,18,40,OZB7KED,UJ81QQO,,,3926909000,CN,CN,3.4,FCN1,E,1558.0,934.8,0,0
30682358,2020-01-20,30,B,11,21,43,40,UFO3ZSU,EA3V6JE,PFKZXJL,,4205002900,JP,JP,8.0,A,Y,10.0,89.0,1,1
84969227,2020-01-20,30,B,11,21,11,10,30KWO4D,4BJSP68,AJ2PV6I,,3404901090,US,US,0.0,FUS1,S,1200.0,596760.0,0,0
91682577,2020-01-20,40,B,11,21,11,40,ZUNH69S,RZ3C3N6,,EIZP3I,2008999000,CN,CN,45.0,A,Y,23996.0,1005432.4,0,0
15914425,2020-01-20,40,B,94,21,18,40,PF1L1IG,ODBAPJA,,MWIDNS,6402999000,CN,CN,13.0,A,Y,214.0,21999.2,1,1
33857627,2020-01-20,40,B,94,21,43,40,LZ4QSVV,52V8T8F,F1UINZ0,W6UCD9,9031499000,DE,DE,0.0,CIT,G,8.1,35759.88,0,0
69756667,2020-01-20,40,B,11,21,0,40,B575QI9,WJERN9A,T92NP86,EIZP3I,9002119090,VN,KR,8.0,A,S,11.4,12973.2,0,0
69103239,2020-01-20,30,B,11,21,11,10,1HMVIVH,7KGLWW5,QFKJP1C,,8529909990,CN,CN,0.0,CIT,Y,30.0,54.0,1,1
36849472,2020-01-20,20,B,11,21,11,10,1XCM1XF,ZY9MRH8,UAP0BTB,,9506629000,CN,CN,0.0,FCN1,G,5700.0,112860.0,0,0
21845966,2020-01-20,40,B,11,21,11,40,H3RWZG0,CU1WXCY,530LFCI,MWIDNS,6801000000,CN,CN,3.2,FCN1,G,224000.0,1187200.0,0,0
72889332,2020-01-20,53,B,92,21,14,40,K7LCQTZ,ERCKI6L,SOAMOJP,VZIZJJ,4409229000,ID,ID,0.0,FAS1,E,17691.0,4477592.1,0,0
42739578,2020-01-20,20,B,11,21,11,40,DWNJQL8,FUSIRJS,,,8714911000,SI,SI,0.0,FEU1,E,56.0,55966.4,0,0
72578097,2020-01-20,30,B,11,21,11,10,DWNJQL8,Q8MAKJD,Y24HW2Z,,7602000000,JP,JP,0.0,A,B,20630.0,202174.00000000003,0,0
32879018,2020-01-20,40,B,11,21,11,40,EDMWZWW,96HTU9Z,4FP9GVL,,9405999000,DE,DE,0.0,FEU1,E,10.0,342.0,0,0
20234889,2020-01-20,40,B,11,21,11,10,5PDPMM1,ELZ37AF,8XEHFK4,,6211331000,VN,VN,0.0,FVN1,Y,6873.0,1323052.5,0,0
22175103,2020-01-20,40,B,11,21,11,40,A7POIBB,NAP6QRC,,,4907009000,US,US,0.0,A,E,0.4,1199.92,0,0
38378313,2020-01-20,40,B,92,26,11,40,4VQJR65,7VS9RHI,T1D13XX,,8528521000,CN,CN,0.0,C,Y,3600.0,1394640.0,0,0
17721401,2020-01-20,40,B,11,21,18,40,A7POIBB,H3KPREH,,,2005511000,KR,CN,20.0,A,Y,5520.0,2942160.0,0,0
65336029,2020-01-20,20,B,11,21,11,10,DDNN5F9,TULOVRB,XJYB7QM,,3506109000,JP,JP,6.5,C,Y,36.0,3272.4,0,0
73881447,2020-01-20,30,B,11,21,11,40,PF1L1IG,RR6OJ19,YTM5KD0,,8486403010,JP,KR,0.0,CIT,B,50.0,26960.000000000004,1,1
52124100,2020-01-20,40,B,11,21,43,40,A7POIBB,IJWLMYP,4JC6ZM9,,6307909000,CN,CN,10.0,A,E,10.0,23.0,0,0
65167037,2020-01-20,20,B,11,21,11,10,FNWQTV5,N2BQVXA,RF5DC9B,,4407999000,JP,JP,5.0,A,G,2130.0,80301.0,0,0
71667102,2020-01-20,40,B,94,21,14,40,M64ILNR,SKDR671,AFVVDCL,MWIDNS,3924909000,JP,CN,6.5,C,E,2.0,2.2,0,0
72734701,2020-01-20,40,B,11,21,11,10,BUK2SI8,M8SCJCR,Z5NFVHS,,2103909090,TH,TH,8.0,A,Y,504.0,13608.0,0,0
37258469,2020-01-20,40,B,89,21,43,40,OZB7KED,E35YDWG,KX3BHK5,W6UCD9,904210000,CN,CN,50.0,W1,Y,22000.0,22686400.0,0,0
88211631,2020-01-20,20,B,11,21,11,10,K2ZFUPI,TR2GNIX,UFNMRV4,,9404900000,CN,CN,4.2,FCN1,B,11.8,272.58000000000004,0,0
45337113,2020-01-20,16,B,11,21,11,10,ZUNH69S,EA9XUXW,HS7K496,,9209920000,CN,CN,0.0,FCN1,B,217.0,22264.2,0,0
44003089,2020-01-20,40,B,11,21,11,40,ZN0A109,3UN5YIT,,,8420990000,VN,KR,8.0,A,Y,308.0,28397.6,1,1
74405408,2020-01-20,40,B,87,21,14,40,ZQLV58T,M4TDU0A,YH4AHQ4,W6UCD9,6506910000,CN,CN,0.0,FCN1,G,150.0,48870.0,1,1
38363107,2020-01-20,30,B,11,21,11,10,NAILZPA,6FW0Q3L,ZZPI7TO,,5408320000,JP,KR,8.0,A,B,159.6,335000.4,0,0
55051930,2020-01-20,30,B,11,21,11,10,CAMN5SR,3V3DFNJ,TPAIBT4,,4202999000,CN,CN,8.0,A,B,7.6,73.71999999999998,0,0
48379849,2020-01-20,16,B,11,21,43,10,ZQLV58T,798SXTF,PJ8NV7A,W6UCD9,5702990000,CN,CN,10.0,A,S,140.0,39998.0,0,0
36718015,2020-01-20,30,B,11,21,11,10,KWSE1HX,A7NM18M,P575YW3,,6211399000,DE,DE,0.0,FEU1,S,10.0,5852.0,1,1
30341995,2020-01-20,40,B,11,21,43,40,L77JJEG,GI6S9WT,JK9ML4S,MWIDNS,7017900000,HK,CN,8.0,A,G,1.5,624.0,0,0
88662695,2020-01-20,40,B,87,21,18,40,CUNC8WE,SNAEUD8,9C4XVXJ,MWIDNS,8536691000,VN,VN,0.0,C,E,391.3,204923.81000000003,0,0
93045952,2020-01-20,40,B,11,21,43,40,S1N2WHR,22J64CH,,MWIDNS,8431499000,CN,CN,0.0,C,G,9159.3,1193456.79,0,0
75609744,2020-01-20,20,B,11,21,43,10,X2D9TDI,XOQ0N90,39GUE4A,,4202221090,CN,CN,8.0,A,Y,1.7,16.32,0,0
63212898,2020-01-20,16,B,11,21,11,10,EK1IE52,41YS4CM,D6NEX3J,,706909000,CN,CN,27.0,A,Y,15000.0,2098500.0,0,0
23655358,2020-01-20,30,B,11,21,11,10,GS1EHW7,0HYRA9B,0DMMCY4,,4011709000,JP,JP,5.0,A,Y,3.6,4640.4000000000015,0,0
26361745,2020-01-20,40,B,94,21,18,40,OZB7KED,HZ118CR,,,2106909099,FR,FR,0.0,FEU1,E,700.0,88550.0,1,1
60720734,2020-01-20,140,B,94,21,11,10,R6HZAS6,EQ9WSB5,IGQDS9A,,8482109000,CN,CN,4.2,FCN1,Y,30.0,3807.0,1,1
20992194,2020-01-20,20,B,11,21,11,10,DB9B0VN,1BU8OBB,5JG4PIG,,5603119000,CN,CN,3.2,FCN1,B,3000.0,579600.0,0,0
84871308,2020-01-20,30,B,11,21,11,10,GS1EHW7,0MPDQ19,IEI6N0Q,,6110301000,CN,CN,13.0,A,B,42.6,3953.28,0,0
52326031,2020-01-20,40,B,11,21,11,10,CAMN5SR,TM601LP,U86UIPH,,8507200000,US,US,0.0,FUS1,E,16413.0,8318108.4,0,0
30715569,2020-01-20,40,B,11,21,18,40,5OBXDF2,IJKOG7K,6BM86QF,,8708999000,IT,IT,8.0,A,S,68.0,476.0,1,1
98514546,2020-01-20,40,B,94,21,18,40,DWNJQL8,W15QVGV,QMQPXLB,,8513109090,CN,CN,8.0,A,E,34.7,444.16000000000014,0,0
43890753,2020-01-20,40,B,11,21,11,10,Z2I27J4,RSZ1WEI,X3S3PP4,,8504909000,CN,CN,0.0,C,G,0.0,0.0,0,0
67330674,2020-01-20,40,B,11,21,43,10,OQY4ZUC,5KW688C,NHYMUJM,,9030909000,CN,CN,0.0,CIT,Y,569.8,393503.88,0,0
54862524,2020-01-20,20,B,11,21,43,10,OZB7KED,4786GV5,RMO6DL3,,2907299000,CN,CN,0.0,FCN1,B,9000.0,16753500.0,0,0
94807330,2020-01-20,20,B,11,21,43,10,LTMCLCO,RX0108C,UT6CY00,,6206401000,CN,CN,6.5,E1,B,172.0,3285.2000000000007,0,0
27127798,2020-01-20,40,B,11,21,11,10,GLV0FEA,VLTZBS9,O9QXSRZ,,6204320000,CN,CN,13.0,A,S,25.0,13119.999999999998,0,0
93252099,2020-01-20,30,B,11,21,11,10,Q9ZG6R5,XMSIMF6,TR78HTA,,8203209000,CN,CN,8.0,A,G,17.0,6521.200000000002,0,0
43759675,2020-01-20,40,B,11,21,11,10,VQPJR4J,8O9CWQV,RY6FKQ9,,8202392090,JP,KR,8.0,A,B,18.0,1755.0,1,1
35147388,2020-01-20,20,B,11,21,11,40,ZKXGCQR,RP4LPS5,RXJ40SG,,9102119010,CN,CN,2.4,FCN1,Y,64.0,4006.4,0,0
18567550,2020-01-20,13,B,11,21,11,40,LTMCLCO,H1GHBOH,AYNT1A0,,7210499090,US,US,0.0,C,E,1700.0,418880.0,0,0
36191894,2020-01-20,30,B,11,21,11,10,E189VWP,VS1F8PW,TDT9OOR,,4202211090,IT,IT,0.0,FEU1,E,20.0,616.0,0,0
17516535,2020-01-20,20,B,11,21,11,10,LIDFHWP,W6982DB,FMH83UH,,6401999000,CN,CN,0.0,FCN1,Y,7457.0,3109569.0,0,0
55682056,2020-01-20,30,B,11,21,11,10,6P5MXLM,0J1NW26,K7KEXR2,,2008119000,CN,CN,57.5,FCN1,G,8000.0,1780800.0,0,0
24677773,2020-01-20,20,B,11,26,11,10,6JX3RY5,KWXYQAL,T0Q5UDF,MWIDNS,4202312000,CN,CN,3.2,FCN1,S,186.0,140299.8,0,0
36372120,2020-01-20,50,B,11,21,14,40,RZXCX7U,HFPCP3D,JVN6YVC,MWIDNS,6206401000,CN,CN,6.5,E1,S,50.0,955.0,0,0
66197605,2020-01-20,30,B,11,21,43,10,KWSE1HX,6X5D3QS,ZIQU1JD,,3926909000,JP,US,6.5,C,E,0.5,0.3,0,0
17021719,2020-01-20,30,B,11,21,11,10,XCIAAPR,JR00P65,7PN0VA5,,8507909000,HK,CN,8.0,A,G,3.0,16.200000000000006,0,0
68694289,2020-01-20,20,B,11,21,11,10,NY8G6WH,TJUR9FT,1DF6QZB,,9025191000,US,CN,0.0,C,Y,0.1,10.62,0,0
76787778,2020-01-20,20,B,11,21,11,10,VOCXQQ9,8UQ4E87,7PN0VA5,,1602509000,AR,AR,72.0,W2,E,2135.0,4461296.0,0,0
69391028,2020-01-20,40,B,94,21,18,40,PF1L1IG,D31L7GF,,VZIZJJ,9503003700,JP,CN,8.0,A,E,6.0,47.40000000000001,0,0
95854092,2020-01-20,30,B,11,21,43,10,WKJA06A,O4DGSYI,UQPSXWH,B12OMY,3304991000,JP,JP,6.5,C,Y,22.0,3918.2,0,0
81844752,2020-01-20,40,B,11,21,43,40,PF1L1IG,E3W9HXB,IG7Y31F,VZIZJJ,8481900000,CH,DE,8.0,A,E,0.1,4.39,1,1
27195222,2020-01-20,30,B,11,21,43,10,CUSAU8B,65FVBWQ,ZY7AMTV,,504003000,CL,CL,0.0,FCL1,Y,101.2,65597.84000000001,0,0
87740655,2020-01-20,20,B,11,21,18,40,S1N2WHR,P8TSNHG,,W6UCD9,4412999911,CN,CN,8.0,FCN1,E,24800.0,37410800.0,0,0
98594443,2020-01-20,80,B,11,21,11,40,Z2B9ENG,1VHJG03,NSP2ZF7,,4202121090,CN,CN,8.0,A,B,115.0,14271.5,1,1
45395510,2020-01-20,20,B,11,21,13,10,8R629JR,YB3U6ZR,R3L94ST,,2914110000,NL,DE,0.0,FEU1,G,37.9,8717.0,0,0
97588364,2020-01-20,13,B,11,21,11,10,UFO3ZSU,KPQJD4O,S6T0BDW,,8443321090,JP,JP,0.0,CIT,G,30.0,42681.0,0,0
22224059,2020-01-20,40,B,89,21,43,40,AX4CW6G,EPQIDBJ,W9IQT02,,4202311090,IT,IT,8.0,A,Y,1.0,1248.7,0,0
72923726,2020-01-20,16,B,11,21,11,10,89L3UKQ,W70HNG8,0GS8SUL,,9405409000,US,US,0.0,FUS1,S,115.6,1190.68,1,1
88262736,2020-01-20,30,B,11,21,11,40,IYDJ16G,H3XCBC5,2OQZJ37,,8528722020,US,MX,8.0,A,E,20300.0,7383110.0,0,0
63200391,2020-01-20,40,B,11,21,14,40,JYSUW86,AAZ42G3,7CYE3M7,,2931909099,JP,JP,6.5,C,E,660.0,209154.0,0,0
50395664,2020-01-20,16,B,11,21,18,40,VPGKUO3,2RF3BQ7,MB06XRW,W6UCD9,3926909000,CN,CN,3.9,FCN1,Y,184.0,110.4,0,0
15742256,2020-01-20,10,B,11,21,11,10,YE6VVXT,JQ0HT0Q,50FXYLG,,9002199000,US,US,0.0,C,E,0.4,200.32,0,0
13199304,2020-01-20,40,B,11,21,18,40,GKIYMO3,5FX36JK,,,8471900000,JP,JP,0.0,C,E,0.3,136.17,0,0
71896903,2020-01-20,40,B,11,21,11,10,E3Q8ABV,E9ACZ4R,0OMV69U,,6211431000,VN,VN,0.0,FVN1,B,450.0,23310.0,0,0
86279377,2020-01-20,20,B,11,21,11,10,OQY4ZUC,MWLFJ14,9C1ET8F,,8471509000,HK,CN,0.0,C,S,18.0,3990.6,1,2
76166736,2020-01-20,20,B,29,21,11,10,SC03Z0S,1ICKYIH,9840R0O,,8544422090,CN,CN,8.0,A,E,43.2,1291.68,1,1
62863765,2020-01-20,40,B,94,11,18,40,GBX6W6J,HHAE182,T0Q5UDF,VZIZJJ,3304992000,JP,KR,6.5,C,E,3.1,78.43,0,0
89234371,2020-01-20,40,B,11,21,11,10,OZB7KED,HK2V788,5TOJHA9,,4202999000,US,CN,8.0,A,G,23.6,228.92,0,0
96149109,2020-01-20,20,B,11,21,11,40,6T0AJ3G,CEWTZDM,,,8424209000,JP,JP,8.0,A,S,3.0,7.5,0,0
28331698,2020-01-20,40,B,11,21,14,10,DWNJQL8,LFX1QKX,5VD46T7,W6UCD9,3808929000,FR,FR,0.0,FEU1,Y,4000.0,1969200.0,0,0
86812598,2020-01-20,20,B,11,21,11,40,575N8BW,AABLSTW,4YJMNDP,,6211431000,CN,CN,13.0,A,E,32.0,1657.6,1,1
96641258,2020-01-20,40,B,11,21,11,40,DWNJQL8,ET2GD3E,O9QXSRZ,,9504400000,US,US,0.0,C,Y,1.5,227.4,0,0
46643767,2020-01-20,40,B,11,21,18,40,AZI5L7O,PDK6PHD,FBLRME3,VZIZJJ,6404199000,IT,IT,0.0,FEU1,E,4.0,1071.2,0,0
41732583,2020-01-20,40,B,11,21,11,40,6LV96I6,K09T0IL,,,6307909000,CN,CN,4.0,FCN1,Y,1700.0,3910.0,0,0
51373060,2020-01-20,30,B,11,11,11,10,ZQLV58T,CKVOLVZ,DCYSED2,,902300000,CN,CN,20.0,E1,E,224.9,398837.66,0,0
47020872,2020-01-20,20,B,11,21,11,40,12WCE9E,MZQ7M2V,7K3Z9A2,,3926901000,JP,JP,6.5,C,E,5.9,186.44000000000003,0,0
63424958,2020-01-20,40,B,11,21,13,10,OJG6L5L,AVKB9XU,2162JQU,,8501520000,CN,CN,8.0,A,Y,47.0,662.6999999999998,0,0
42412728,2020-01-20,40,B,11,21,11,40,5JVKX6N,4UCFY75,IG7Y31F,,4821100000,VN,VN,0.0,C,E,0.5,0.55,0,0
16604772,2020-01-20,20,B,11,21,43,40,DWNJQL8,7KGLWW5,,,9702001000,US,US,0.0,A,E,8.5,16121.95,0,0
34461039,2020-01-20,20,B,11,21,11,10,18ZMSJ0,HK4G0IL,HNT1N38,,8424499000,CN,CN,3.2,FCN1,B,1449.0,47382.3,1,1
95878551,2020-01-20,20,B,11,21,11,10,UOOH9ZX,PAIJ315,N2VMOHG,,9401699000,TH,TH,0.0,C,B,1980.0,142164.0,0,0
44821158,2020-01-20,40,B,11,21,11,40,DN7LBUR,V4VP2K5,DLOILOI,,6211499000,JP,CN,13.0,A,G,34.0,4440.4,0,0
30141533,2020-01-20,40,B,11,21,11,40,7TTJVAJ,ARCOI2A,,,2208709000,NL,CA,20.0,F,E,90.0,14202.000000000002,0,0
95085629,2020-01-20,40,B,11,21,11,40,D88DTE8,UEJD32T,ES6KNJT,,910111000,CN,CN,377.3,W2,G,24000.0,4512000.0,0,0
54810561,2020-01-20,30,B,11,21,43,10,RWYXI0J,1ZNY80M,XF6D4LX,,9702001000,US,US,0.0,A,B,7.0,13276.9,0,0
44058340,2020-01-20,20,B,11,21,11,10,OIQKQ7T,ZKJ3S6H,Z4SIJDK,,3824999049,CN,CN,0.0,FCN1,S,130.0,8775.0,0,0
70010127,2020-01-20,140,B,94,11,12,30,90QOU11,5ZQ2RVX,WNSRGJU,VZIZJJ,7318190000,US,US,0.0,FUS1,B,0.2,19.08,0,0
25928566,2020-01-20,20,B,11,21,14,40,UUVWTGZ,8MF09QH,73XHQDI,,6402919000,CN,CN,9.1,E1,E,147.0,54904.5,0,0
96671609,2020-01-20,20,B,11,21,11,40,69Z0KLV,8FNMZRE,FQKH1PD,,6406909010,CN,CN,8.0,A,G,4.0,31.6,1,1
31784554,2020-01-20,20,B,11,21,11,10,2XTFA74,SN8R2AU,SFCTSZU,,7404000000,KR,KR,0.0,A,Y,21410.0,126319.0,0,0
24683991,2020-01-20,20,B,11,21,11,10,OQY4ZUC,9QVY8XS,9AMO0W8,,2208709000,NL,CA,20.0,F,B,612.0,96573.6,0,0
96081737,2020-01-20,20,B,11,21,11,10,FOVFD9M,O15NJO1,,,3926909000,CN,CN,6.5,C,B,20.0,12.0,0,0
46830687,2020-01-20,20,B,11,21,11,10,RZXCX7U,PWWXTS3,Q9TQJ0E,,6402999000,CN,CN,9.1,E1,B,244.0,25083.2,0,0
44128417,2020-01-20,30,B,11,21,11,10,X2D9TDI,JU47NQN,0VVMNI1,,8542391000,TW,TW,0.0,CIT,B,155.6,6504.079999999999,0,0
10104646,2020-01-20,40,B,11,21,11,40,DWNJQL8,66B13S4,902LILY,W6UCD9,7325100000,CN,CN,0.0,FCN1,Y,47000.0,1405300.0,0,0
54778070,2020-01-20,40,B,11,21,43,40,7YOSHYM,RD7T82Z,CYPEK0L,MWIDNS,3926909000,HK,CN,6.5,C,E,7.4,4.44,0,0
63661507,2020-01-20,20,B,11,21,11,10,6EAU8FT,M8XI4PR,M9T2XIX,,3304109000,JP,JP,6.5,C,Y,1.0,2669.6,0,0
14424074,2020-01-20,40,B,11,21,11,40,DWNJQL8,V0UTN69,FSBBAJU,,8418999000,CN,CN,0.0,FCN1,E,2110.0,183148.0,1,1
86363095,2020-01-20,20,B,11,21,11,10,5U5EWL2,H195T4M,BZCJY1G,,4421999000,CN,CN,4.8,FCN1,S,506.0,404.8,1,1
30702121,2020-01-20,30,B,11,21,43,10,OZB7KED,9RS4680,L2SX065,,4302300000,CN,CN,5.0,A,Y,23.0,43251.5,0,0
97150726,2020-01-20,30,B,11,21,43,10,8MTRQLF,HK4G0IL,23RIU88,,3307909000,JP,JP,6.5,C,S,83.7,17099.91,1,1
35782391,2020-01-20,20,B,11,21,11,10,6V8QPPW,CWFUXON,SOMS4EJ,,8538909000,FR,FR,0.0,FEU1,E,1.1,22.0,0,0
79588228,2020-01-20,40,B,87,21,14,40,H3RWZG0,LORLDOA,JERB7XJ,,5208120000,IN,IN,0.0,FIN1,Y,14480.6,8540657.879999999,0,0
33124873,2020-01-20,40,B,11,21,11,40,DWNJQL8,03RR5SU,,,6115950000,CN,CN,13.0,A,E,31.0,660.3000000000002,0,0
56502209,2020-01-20,30,B,11,21,11,10,1XCM1XF,2AUV05N,WTG8LFO,,3402139000,SG,SG,0.0,FAS1,E,16000.0,5848000.0,0,0
49964600,2020-01-20,16,B,11,21,11,10,YNE7D5S,FUUKSO0,B8OI389,,8504403010,CN,CN,0.0,CIT,G,2680.0,584240.0,0,0
25334739,2020-01-20,40,B,94,21,11,40,D88DTE8,XIF0SEK,,MWIDNS,9503003200,JP,CN,0.0,C,E,22.5,13540.499999999998,1,1
84057976,2020-01-20,20,B,11,21,11,10,HOK5QTW,8I3DP0A,CI2SCR7,,8531202000,CN,CN,0.0,FCN1,G,10.0,668.0,0,0
79016541,2020-01-20,20,B,11,21,11,10,8MTRQLF,5CKN2JD,KSOU2X6,,6402999000,US,VN,13.0,A,B,120.0,12336.0,1,1
69390068,2020-01-20,40,B,11,21,11,10,NZYZ967,JDYKXA6,CZSPZG9,,703101000,CN,CN,135.0,W2,Y,24000.0,2272800.0,0,0
77820828,2020-01-20,40,B,87,21,18,40,DWNJQL8,3DDM3YG,,MWIDNS,8547200000,VN,KR,8.0,A,E,29.0,18571.6,0,0
95342862,2020-01-20,30,B,11,21,11,10,5QDXGSD,OGU3CW8,Z8UMH9A,,3923900000,JP,CN,6.5,C,S,107.3,203.87,0,0
90183500,2020-01-20,30,B,11,21,18,10,L5GONLU,7AW5DY7,P5KJOIV,,8543909090,HK,CN,0.0,C,B,3.6,65.16000000000001,0,0
15210829,2020-01-20,30,B,11,21,11,10,RZXCX7U,X2NKSS0,1DWRP58,,3921909090,US,US,6.5,C,Y,83.6,4915.6799999999985,0,0
60710087,2020-01-20,40,B,11,21,11,10,NZYZ967,RMIFS15,ZUOUYIY,,9022909010,JP,JP,0.0,C,B,0.8,395.76,1,1
63134808,2020-01-20,40,B,87,21,18,40,6LV96I6,C7HHFF1,ACZQF57,MWIDNS,8438900000,CN,CN,3.2,FCN1,B,2994.0,589219.2000000001,0,0
49297695,2020-01-20,30,B,11,21,11,10,LGHP8UE,M5KYBBQ,7CYE3M7,,9403509000,IT,IT,0.0,C,B,160.0,26192.0,1,1
45958536,2020-01-20,40,B,11,21,18,10,TEZRJXM,XG4BSA8,WKOMNF4,,4818900000,VN,KR,0.0,C,G,26.7,3820.77,1,1
80113100,2020-01-20,40,B,11,21,11,40,ZN0A109,HR70J0M,,,8481202000,JP,JP,8.0,A,E,65.0,154238.5,0,0
87142386,2020-01-20,20,B,11,21,43,10,OZB7KED,D12LFSH,ZIEW745,,9405409000,HK,CN,8.0,A,G,6.0,61.8,0,0
24355008,2020-01-20,40,B,11,11,11,40,7TTJVAJ,4CNTQM2,AGEBSW5,,7323930000,CN,CN,0.0,FCN1,E,4500.0,27900.0,0,0
94096962,2020-01-20,30,B,11,21,11,10,2TGRPLO,7JD1S2X,L69YFW4,,6206900000,JP,CN,13.0,A,S,9.2,2664.32,0,0
25282462,2020-01-20,40,B,11,21,43,10,X2D9TDI,5LL9KST,IYKY18A,,7104909010,JP,JP,5.0,A,B,0.1,119229.4,0,0
35615189,2020-01-20,40,B,11,21,11,10,NZYZ967,AKXWXQB,Y7MWSFH,VZIZJJ,3003909900,CN,CN,8.0,A,E,0.0,0.0,1,1
79017930,2020-01-20,30,B,11,21,43,10,IL0ECV3,Y1519MH,XDCRVOW,,9405209000,CN,CN,2.4,FCN1,S,180.0,52001.99999999999,1,1
47258409,2020-01-20,30,B,11,21,11,10,8MTRQLF,PF01O0Y,MX95NLM,,8302500000,JP,JP,8.0,A,E,3.0,380.1,0,0
20850016,2020-01-20,40,B,94,21,18,40,PF1L1IG,CBZU3TU,,MWIDNS,7326909000,HK,JP,8.0,A,E,240.0,360.0,0,0
62432940,2020-01-20,20,B,11,21,11,10,CHDHU6S,CYBJI1O,,,6211499000,DE,BG,0.0,FEU1,B,3.2,417.92,1,1
42162053,2020-01-20,40,B,11,21,14,40,PF1L1IG,HHNCOSI,,,106490000,US,US,8.0,A,Y,0.7,12582.85,0,0
36879496,2020-01-20,20,B,11,21,11,10,2XTFA74,OJN10ZO,DN4D1IF,,811909000,CN,CN,21.0,FCN1,S,17500.0,4819500.0,0,0
78751249,2020-01-20,40,B,11,21,11,10,VBOQV8H,LPUTM8C,5AW1A4O,MWIDNS,9015300000,JP,JP,8.0,A,E,74.0,70603.40000000001,0,0
86861723,2020-01-20,20,B,11,21,11,10,5WBN4AQ,83GM6ED,9XKG8X1,,8413819000,CN,CN,4.8,FCN1,Y,7.6,236.36,1,1
39094167,2020-01-20,40,B,11,21,11,10,3L9AEFP,U0IV1NP,O3GMT68,,4821100000,CN,CN,0.0,C,E,1.0,1.1,0,0
88261441,2020-01-20,40,B,11,21,14,40,S1N2WHR,Q0JPPQD,F03XGJ8,W6UCD9,8708940000,VN,VN,0.0,FVN1,E,0.4,92.88,0,0
97870391,2020-01-20,13,B,11,21,11,40,5U5EWL2,WXED4IH,QH7XJKJ,,8536699000,US,US,0.0,FUS1,Y,0.5,35.05,0,0
44382600,2020-01-20,40,B,11,21,11,40,Q2IRFAT,CL9T7ZZ,A3TBSCM,,9018392000,VN,VN,0.0,FAS1,G,2272.3,740997.0300000001,0,0
43805608,2020-01-20,40,B,11,21,11,10,Q4SMFNB,BYV1E05,DK6SW8O,,6212102000,CN,CN,3.9,FCN1,S,23.0,1276.5,0,0
36467528,2020-01-20,20,B,11,21,11,10,AZI5L7O,9QUMA4V,,,9405409000,US,US,8.0,A,S,0.9,9.27,0,0
83275223,2020-01-20,40,B,11,21,11,40,UFO3ZSU,I7I7Q5S,GCPNHU7,,3004901000,SG,SG,8.0,A,G,11.0,60431.8,0,0
24071290,2020-01-20,21,B,89,21,18,40,M64ILNR,08C46KB,9XKG8X1,VZIZJJ,706909000,CN,CN,27.0,A,E,15000.0,2098500.0,0,0
42927796,2020-01-20,40,B,11,21,11,40,NN4BHVR,W2TYO0F,7H4FQBD,,9027909099,SG,US,0.0,C,E,2.0,731.8,1,1
84994901,2020-01-20,39,B,87,21,43,40,HHBAZKA,ZP1KAKE,FE9X0QG,5V1OQR,4407191000,CN,CN,3.5,E1,Y,7789.0,775005.5,0,0
35995753,2020-01-20,10,B,11,21,11,40,K2ZFUPI,KXV3NHA,OO9SQ6H,,8407210000,JP,JP,8.0,A,S,1262.0,1437418.0,0,0
63101810,2020-01-20,30,B,11,21,11,10,CAMN5SR,T9WFKDO,3RN3KW3,,8443311030,AE,TH,0.0,C,B,7240.0,9661056.0,1,2
72579959,2020-01-20,40,B,11,21,11,40,DWNJQL8,777A50B,,,9504509000,CN,CN,0.0,CIT,E,460.0,461380.0,0,0
67187612,2020-01-20,20,B,11,21,11,10,TUP3TAP,XKQ6VBA,L8X60FC,,7102390000,HK,IN,5.0,A,S,0.0,0.0,0,0
10406524,2020-01-20,20,B,11,21,11,10,RWYXI0J,Z6U5NGA,8LKSYYO,,8479909090,PH,KR,8.0,A,E,46.5,10495.05,1,1
78789326,2020-01-20,20,B,11,21,11,10,Q2IRFAT,7L5EOS4,WF5Z9SF,,3923300000,TW,TW,6.5,C,S,1728.0,17452.8,1,1
90044605,2020-01-20,40,B,11,21,43,40,PF1L1IG,WHFHJKE,IR57BHP,VZIZJJ,6702100000,CN,CN,2.4,FCN1,E,165.0,429.0,0,0
78575070,2020-01-20,20,B,11,21,11,40,FP0PREQ,3JFSKU3,4FRFW9Q,,4016100000,CN,CN,3.2,FCN1,Y,8877.0,1010202.6,0,0
