Date,Office ID,Process Type,Import Type,Import Use,Payment Type,Mode of Transport,Declarant ID,Importer ID,Seller ID,Courier ID,HS10 Code,Country of Departure,Country of Origin,Tax Rate,Tax Type,Country of Origin Indicator,Net Mass,Item Price,Fraud,Critical Fraud
2020-02-27,40,B,11,21,11,39,Q9ZG6R5,U19JCON,QQW2R8V,,7018909000,CN,CN,0.0,FCN1,S,270.0,16578.0,0,0
2020-02-27,39,B,12,11,11,10,NAILZPA,1727EJN,NMJ0SN0,H35Z1A,3822002020,SG,SG,0.0,C,Y,1.4,1924.58,0,0
2020-02-27,20,B,11,21,11,9,N9MVAE1,4CYZFKE,SPCQMAV,,4202122000,CN,CN,4.2,FCN1,E,4800.0,341280.0,0,0
2020-02-27,20,B,12,21,41,41,R5P6P4N,1BAJWPL,LMBSLAF,,6214100000,JP,JP,8.0,A,E,1.0,41.2,0,0
2020-02-27,19,B,10,21,10,9,1XCM1XF,1ZNY80M,,,3918109000,CN,CN,0.0,FCN1,S,2677.0,254047.3,1,1
2020-02-27,18,B,10,21,18,41,KGKFG05,LD8GM65,1DVWNRM,,2847009000,US,US,5.5,C,S,249.6,62250.24,0,0
2020-02-27,20,B,14,21,11,10,VR0AM2A,4FXNGL5,UXX1AJX,,7323990000,JP,CN,8.0,A,B,234.0,12799.8,1,1
2020-02-27,30,B,11,21,43,39,HYB0H1F,97YYS3R,TBYU8IT,,1515909090,ES,ES,0.0,FEU1,S,4158.0,1096048.8,0,0
2020-02-27,31,B,10,21,14,10,A60PY8S,PVKEFQE,8B5GPDE,77BN4M,3824999090,JP,JP,6.5,C,E,32000.0,400000.0,1,1
2020-02-27,40,B,11,21,11,40,KUPUAJ7,LZN3KPL,A3WWEU0,MWIDNS,9027100000,CN,CN,0.0,CIT,B,49.0,77870.8,1,1
2020-02-27,40,B,85,21,40,10,6O2KZBF,DQCEVS8,HIGLSRA,,3923300000,CN,CN,3.4,FCN1,Y,600.0,6060.0,1,1
2020-02-27,20,B,10,21,11,10,WBQKENF,FGHK177,XZ2KCQE,,2921499000,CN,CN,0.0,FCN1,E,30.0,34566.0,0,0
2020-02-27,41,B,79,21,11,10,RBU0EEG,ZFLYLWI,W0FXX8G,MWIDNS,3402110000,US,US,8.0,A,G,907.2,113762.88,1,1
2020-02-27,40,B,11,21,11,11,AZI5L7O,95OLJH8,FT3D2MM,,6307100000,CN,CN,4.0,FCN1,G,7.3,51.83,0,0
2020-02-27,39,B,11,21,11,10,A60PY8S,VN7T9U1,M1SZDXT,,8479909090,US,CH,5.0,F,S,50.0,11285.0,1,1
2020-02-27,21,B,11,21,11,40,V5FCG3P,EJBNJ7G,WRC110G,,8207502000,CN,CN,0.0,FCN1,S,350.0,471695.0,0,0
2020-02-27,13,B,11,21,13,10,DY3Z9L6,GWY4RTQ,19SHDJB,,9503003493,JP,CN,8.0,A,E,143.4,37714.2,0,0
2020-02-27,40,B,27,25,42,10,GKIYMO3,4OY20WG,NN70LU5,I4FFXR,6601999000,CN,CN,6.9,FCN1,Y,46.3,4315.16,1,1
2020-02-27,40,B,11,21,11,10,YFZ49RP,SOQPPIL,C9CGE0N,,6109101000,JP,JP,13.0,A,Y,23.2,361.92,0,0
2020-02-28,41,B,10,21,11,9,YCWPB31,HYHE6BL,,,703101000,CN,CN,135.0,W2,E,24000.0,2272800.0,0,0
2020-02-28,20,B,11,21,11,40,UE9YF6A,1E7DTR5,4KM1XJD,,8518210000,CN,CN,0.0,FCN1,B,3093.5,40215.5,0,0
2020-02-28,40,B,10,21,11,10,AQ2ZZXH,MG77MTE,IS1YATG,W6UCD9,2005991000,CN,CN,20.0,A,G,7000.0,449400.0,0,0
2020-02-28,92,B,11,21,11,40,WQO6QJN,5VANIV8,D1LVSD2,VZIZJJ,6116921000,CN,CN,8.0,A,S,1000.0,288400.0,0,0
2020-02-28,30,B,10,21,11,40,DM8H44I,AYI96MF,E2PFWU1,,8517703039,VN,VN,0.0,C,Y,1744.0,449428.8,0,0
2020-02-28,15,B,20,21,11,10,O7HBQN9,MGQA3G7,OO9SQ6H,,8443321010,US,CN,0.0,CIT,E,90.0,333999.0,1,2
2020-02-28,30,B,11,21,11,10,JY21KFG,JXMKA6J,76PT1S4,,1302199039,CN,CN,5.6,FCN1,G,100.0,72440.0,0,0
2020-02-28,40,B,11,21,11,39,WT0E62C,9SGA4CE,VIAJ21D,,8708290000,US,US,0.0,FUS1,Y,0.6,167.1,0,0
2020-02-28,20,B,12,21,11,10,9GVIG2T,OMCJGJ5,1DWRP58,,3926909000,CN,CN,3.9,FCN1,Y,70.0,42.0,0,0
2020-02-28,20,B,11,21,44,40,6RV6BNL,QV8ERRX,OV1TFSI,,6307909000,US,PH,10.0,A,G,60.0,138.0,1,1
2020-02-28,39,B,16,21,11,40,7YU8J51,WWGK1GZ,MM7AEK0,W6UCD9,2106909099,TW,TW,8.0,A,B,20844.0,2636766.0,0,0
2020-02-28,20,B,11,21,43,39,51JSZLY,6KLOA24,5KBDY9K,,3923900000,CN,KR,6.5,CIT,G,2200.0,4180.0,0,0
2020-02-28,39,B,11,21,11,41,1AUAZUK,LQ8Y2M5,5HK6ZV8,EIZP3I,4819100000,CN,CN,0.0,C,G,1071.0,2570.4,0,0
2020-02-28,41,B,9,21,11,9,6LV96I6,HW96MLB,,,8414901000,CN,CN,8.0,A,B,280.0,32648.0,1,1
2020-02-28,41,B,11,21,40,9,FCU8Q6I,EAGYXSH,UFXZJ7S,,1207400000,CN,CN,0.0,FCN6,G,16700.0,12199350.0,0,0
2020-02-28,40,B,12,21,10,39,E3Q8ABV,EAZ3LL8,RZM2Z77,,4911100000,EE,PE,0.0,A,Y,0.2,0.1399999999999999,1,1
2020-02-28,81,B,11,11,11,9,GWX4PNW,6RCLQE8,EMU8MXU,,3926909000,CN,CN,6.5,C,G,70.0,42.0,1,1
2020-02-28,104,B,24,21,11,10,5WBN4AQ,P7UP1SD,YHINKXM,,710807000,CN,CN,27.0,C,E,80000.0,21216000.0,0,0
2020-02-28,20,B,11,21,11,9,IX3O6X6,6OOSTGJ,DPT717B,MWIDNS,8517629000,DE,DE,0.0,CIT,G,3.0,4103.700000000002,0,0
2020-02-28,20,B,12,21,11,10,Q72DK08,TVIMF51,7B6MAYT,,2103909090,FR,FR,19.6,FEU1,E,2.3,62.1,0,0
2020-02-28,20,B,11,21,14,40,T6PB044,8T2A8JI,Q33H0IP,,3304991000,JP,JP,6.5,C,E,4.8,854.88,0,0
2020-02-28,20,B,11,21,11,40,PF1L1IG,DPQVHZE,YXZ9F8Y,,7020001019,JP,JP,8.0,A,S,48.0,88569.6,0,0
2020-02-28,42,B,11,21,11,10,NAILZPA,IFXDUOQ,5WRJWBD,,6913909090,CN,CN,8.0,A,Y,1200.0,12600.0,1,1
2020-02-28,40,B,11,21,14,40,HOK5QTW,R7B6SZP,0SHSZ63,W5AYVM,3304101000,CN,KR,6.5,C,S,0.7,1181.4599999999996,0,0
2020-02-28,39,B,11,21,11,10,6D4DNS7,551M66K,7B6MAYT,,9615909000,CN,CN,8.0,A,E,20.0,818.0,0,0
2020-02-28,40,B,12,21,11,10,H3RWZG0,XGKI6UV,IS1YATG,,4601291000,VN,VN,0.0,FAS1,Y,3212.5,3887125.0,0,0
2020-02-28,21,B,10,21,11,40,AX4CW6G,5IIG0EF,Z64QME2,,710807000,VN,VN,27.0,A,Y,72000.0,19094400.0,0,0
2020-02-28,11,B,12,21,12,40,H2G19HJ,ZM9O4RS,,,4202211090,IT,IT,0.0,FEU1,Y,1.0,30.8,0,0
2020-02-28,11,B,11,21,11,10,DGIRSXL,26XIA6E,VXQ8E15,EIZP3I,2934999090,CN,CN,6.5,C,E,2.0,1246.8,0,0
2020-02-28,20,B,10,21,11,40,1U0VYZN,742ZZ5F,JW664F2,,9404900000,CN,CN,4.2,FCN1,G,2800.0,64680.00000000001,0,0
2020-02-28,20,B,84,21,11,40,SV1VZBU,ND9HMQB,S6TCUNV,77BN4M,3301299000,MX,MX,5.0,A,G,1500.0,1851900.0,0,0
2020-02-28,40,B,12,21,11,40,DWNJQL8,F0JEM60,MZDELO6,,8302411000,CN,CN,0.0,FCN1,G,878.3,246626.64,1,1
2020-02-28,20,B,11,21,11,10,W05IIU8,WPPK44S,1KAVGDK,,8518309000,DE,DE,4.0,C,Y,1.2,129.84,0,0
2020-02-28,40,B,88,21,41,40,BAH2UUA,H8MS7Q8,VYJ738V,MWIDNS,8504409091,JP,JP,0.0,CIT,G,25.6,26685.44,0,0
2020-02-28,40,B,84,21,11,9,IYJ9DYN,IJ5V5XN,R3HTQ77,,5505100000,JP,JP,2.0,C,S,20223.0,463106.7,0,0
2020-02-28,39,B,12,21,10,9,E3Q8ABV,YP2SJG1,5Y15VRI,,8532250000,CN,CN,0.0,C,Y,0.0,0.0,0,0
2020-02-28,15,B,10,21,43,41,SL2P7II,MEAPGVA,XFG01U9,,8708800000,CN,CN,8.0,A,G,12.8,2766.08,1,1
2020-02-28,39,B,11,21,12,9,DWNJQL8,HQGLJY9,2OQZJ37,,6912001090,FI,TH,8.0,A,G,1120.0,113008.0,0,0
2020-02-28,32,B,78,21,11,10,U7IV9RE,498CLFA,,,9018909080,HK,KR,8.0,A,G,7.7,1724.03,0,0
2020-02-28,41,B,10,21,44,10,ZQJIYI3,2TISZQT,BEOBMSR,,8531201000,HK,IN,0.0,C,G,2.6,1636.7,1,1
2020-02-28,20,B,95,21,11,41,90L08TX,QS010MM,XYX297H,,9506910000,CN,CN,2.4,FCN1,Y,205.0,2788.0,0,0
2020-02-28,20,B,10,21,10,10,18ZMSJ0,PNYIPW9,GLJGY72,,8481801090,CN,CN,3.2,FCN1,Y,24290.0,1420965.0,0,0
2020-02-28,20,B,10,21,11,40,E5BS5N9,W6XF6Q8,2HC1ON5,,3926909000,CN,CN,6.5,C,E,130.0,78.0,0,0
2020-02-28,17,B,10,21,11,10,EXFD59O,N1XY8IL,FDDB0NH,,5407832000,JP,CN,8.0,A,Y,36.1,105928.23,0,0
2020-02-28,30,B,11,21,11,39,XGQYKRL,H738BWY,UNCISOP,,7607191000,CN,CN,4.8,FCN1,Y,1804.8,4030118.4,0,0
2020-02-28,39,B,11,21,11,10,9GNAJ7L,NU8G7JZ,IXHGLHQ,,5407613000,CN,CN,0.0,FCN1,G,338.3,190699.71,0,0
2020-02-28,20,B,11,21,19,40,6ULEI9B,P7DL46M,8T1JHNI,SRWBGK,3822002011,US,US,0.0,C,S,0.6,53266.26,0,0
2020-02-28,40,B,11,21,11,10,IGMGKXM,KNZODD7,3U0TVYX,,8534002000,VN,VN,0.0,C,B,91.0,153471.5,0,0
2020-02-28,19,B,12,21,11,39,9GVIG2T,2FSEHD9,LSITAA8,,3926909000,CN,CN,6.5,C,B,0.1,0.06,0,0
2020-02-28,40,B,10,21,11,39,6H2BKO4,BES92ZL,PDBU3OC,,6210501000,IT,SE,13.0,A,G,56.1,27253.38,0,0
2020-02-28,20,B,11,21,11,10,ZCCITFI,ZK02ZT3,PWWOV3E,,7007191000,CN,CN,5.6,FCN1,E,42.0,978.6,1,1
2020-02-28,21,B,10,21,11,10,IN763PF,B0DG7LU,,,3926400000,CN,CN,0.0,FCN1,S,472.0,1840.8,0,0
2020-02-28,20,B,10,21,11,40,HBA4R25,V7C3Y30,YJHVYH5,77BN4M,4202999000,TW,TW,8.0,A,Y,3.7,35.89,0,0
2020-02-28,31,B,11,21,11,39,CD4JNTM,6SEWAYS,530LFCI,,2103909090,CN,CN,44.5,FCN1,B,7000.0,189000.0,0,0
2020-02-28,20,B,10,21,11,10,GO1EBDS,M5KYBBQ,80VT18Z,,6109101000,CN,CN,13.0,A,E,37.2,580.32,1,1
2020-02-28,20,B,10,21,40,10,9H8F77Y,P9X3IFH,TXWYCMP,,6204399000,IT,HU,0.0,FEU1,Y,5.0,9393.5,1,1
2020-02-28,20,B,90,21,11,39,IHD6NWL,KPY85O1,HBJXEK9,,9506210000,VN,VN,0.0,FVN1,S,132.0,624967.2000000001,1,1
2020-02-28,20,B,11,21,11,10,B6ZH1KU,M225LFS,IXHGLHQ,MWIDNS,3923210000,CN,CN,3.9,FCN1,E,1650.0,9075.0,0,0
2020-02-28,40,B,11,21,11,38,AWW5R2M,YP2SJG1,OV1TFSI,,6402991000,CN,CN,13.0,A,B,390.0,104091.0,0,0
2020-02-28,39,B,11,21,11,9,RXUA5V5,ROFRU70,IWSDF6W,,3404902000,IT,IT,6.5,C,E,20.6,15923.8,0,0
2020-02-28,40,B,88,21,11,40,94K5F1X,8BX6D9Q,53AJKMS,HE8ATP,3004909900,DE,DE,0.0,FEU1,B,11.2,3113.6,0,0
2020-02-28,17,B,11,21,42,40,PF1L1IG,8CHF6L1,,,1207400000,CN,CN,0.0,FCN6,G,16700.0,12199350.0,0,0
2020-02-28,40,B,11,21,11,10,4W1KQIQ,CKZJEJF,GDRFD2Z,,7326909000,CN,CN,0.0,FCN1,G,2826.0,4239.0,1,1
2020-02-28,21,B,11,21,11,40,SAFAICA,7P0IEWK,539IU9H,,4819100000,CN,CN,0.0,C,G,1800.0,4320.0,0,0
2020-02-28,39,B,12,21,12,10,PF1L1IG,708A72F,,,8708999000,US,MX,8.0,A,E,0.2,1.4,0,0
2020-02-28,19,B,11,21,11,38,YBWV8P1,26XWVBB,OP5AL7R,,9503003200,JP,KR,0.0,C,E,10.0,6018.0,0,0
2020-02-28,31,B,10,21,14,10,3XYU5JE,CXN2K9N,4XGMIXP,77BN4M,8536699000,CN,CN,8.0,A,B,53.0,3715.3,0,0
2020-02-28,20,B,11,21,11,10,QAEP7ZO,8R8JLPL,NSIVIUH,,6402991000,CN,CN,5.2,FCN1,E,1296.0,345902.4,0,0
2020-02-28,32,B,11,21,44,40,CBOLPK4,A5MVG2P,UXWLBKG,,6211499000,FR,PT,0.0,FEU1,S,0.4,52.24,0,0
2020-02-28,41,B,11,21,11,40,00RURK1,FMUV3RC,OJP0SXE,,8509900000,HK,DE,8.0,A,B,4.0,9.2,1,1
2020-02-28,41,B,11,21,11,40,6P5MXLM,8V2HPL8,LJ91WA0,,8483909000,CN,CN,3.2,FCN1,E,5224.0,947633.6,0,0
2020-02-28,39,B,12,21,10,9,DO32KBA,ZY9MRH8,O1FP6N2,,9503003493,JP,CN,8.0,A,E,70.4,18515.2,0,0
2020-02-28,19,B,11,21,11,10,UFO3ZSU,UHYG4WL,3G7LL0Q,,3913909090,JP,JP,6.5,C,G,2.0,1377.8,1,1
2020-02-28,16,B,17,21,11,40,0OC8112,IL84M7R,X4880MB,,1214909090,AU,AU,0.0,FAU8,G,116860.0,14280292.0,0,0
2020-02-28,39,B,12,21,10,38,E3Q8ABV,W9MVUW0,WRC110G,,6204530000,CN,CN,13.0,A,Y,3.0,120.0,0,0
2020-02-28,29,B,12,21,10,9,E3Q8ABV,C1FHLU2,,,6102301000,CN,CN,5.2,FCN1,Y,476.0,361569.6,0,0
2020-02-28,31,B,11,26,11,10,H3RWZG0,QAFB56C,UTTVMDH,,9403609090,IN,IN,0.0,C,E,200.0,1420.0,1,1
2020-02-28,30,B,11,21,11,10,QZE38LM,EVTN1J9,8MZ8S7Z,6LCJR5,6307909000,VN,VN,0.0,FVN1,S,536.0,1232.8,0,0
2020-02-28,30,B,11,21,11,10,00RURK1,206WMTU,IS1YATG,,8466940000,IT,IT,8.0,A,S,8.0,1280.8,0,0
2020-02-28,39,B,12,21,10,9,4NJOZ3J,V981F2H,,,4202999000,CN,CN,8.0,A,Y,51.0,494.7,0,0
2020-02-28,20,B,11,21,11,10,H3RWZG0,6YIHDHB,IUW8U8Z,,9603210000,CN,CN,3.2,FCN1,G,600.0,111420.0,1,1
2020-02-28,31,B,11,21,41,10,B6C4G68,3NYMVSX,J54TS6T,W6UCD9,7308400000,CN,KR,8.0,A,Y,146950.0,12167460.0,0,0
2020-02-28,40,B,11,21,11,10,ULUYLTX,0YE2UXN,REXOXCR,,8501520000,CN,CN,8.0,A,B,1032.0,14551.2,1,1
2020-02-28,40,B,11,21,11,10,H2G19HJ,VH3K4BX,23QQBAY,,6307909000,CN,CN,4.0,FCN1,G,566.0,1301.8,0,0
2020-02-28,21,B,11,21,11,9,4QADEO0,754Q0FM,GCPNHU7,,7113110000,CN,CN,3.2,FCN1,G,3.0,871.5,0,0
2020-02-28,31,B,11,21,11,40,S0DA2NO,VSANGL5,M7W40R3,,8504403090,NZ,CN,4.9,CIT,B,24.2,655.82,0,0
2020-02-28,39,B,11,21,10,9,SC03Z0S,5G9VLBL,Y2QBAQQ,,9030409000,US,US,0.0,C,G,22.0,221740.2,0,0
2020-02-28,41,B,11,21,11,9,GOC8054,FDVOTGN,IS1YATG,,7326909000,CN,CN,8.0,A,G,48.9,73.35,0,0
2020-02-28,20,B,11,21,11,38,L0BFQ7J,SNB8WI2,OHWDLCN,MWIDNS,2106109030,CN,CN,8.0,A,B,51.0,23169.3,0,0
2020-02-28,40,B,11,21,41,39,DN7LBUR,PPA8RFG,N4UQ2R6,,8205599000,IT,IT,0.0,FEU1,E,15.0,262.5,0,0
2020-02-28,40,B,10,21,11,40,1XCM1XF,FONQG0K,4KM1XJD,,2103909090,JP,JP,8.0,A,G,3465.0,93555.0,0,0
2020-02-28,30,B,11,21,19,10,DWNJQL8,1O6X5ND,35NHRM0,,9027301000,CN,CN,0.0,C,B,29.0,37004.0,0,0
2020-02-28,21,B,83,21,11,39,X09KN33,XON4795,E44MM7Y,,9025191000,CN,CN,0.0,CIT,G,10.0,1062.0,0,0
2020-02-28,20,B,10,21,11,10,W5HXFTU,8HAYOGQ,2JUMJC8,,2103909090,CN,CN,44.5,FCN1,G,20000.0,540000.0,0,0
2020-02-28,41,B,10,21,11,39,A7POIBB,FFHTWYJ,,MWIDNS,7314140000,CN,CN,0.0,C,G,630.0,207648.0,1,1
2020-02-28,29,B,11,21,16,10,QFX9UAR,8811QGQ,HNXZG6K,MWIDNS,9403501000,VN,VN,0.0,C,E,1358.0,217687.4,0,0
2020-02-28,39,B,12,21,10,9,E3Q8ABV,52V8T8F,ZYZ8542,,6402991000,CN,CN,9.1,E1,Y,210.0,56048.99999999999,0,0
2020-02-28,29,B,11,21,10,10,KWFQCBV,NB38W4O,BVO64SZ,,5811004000,IT,IT,0.0,FEU1,G,30.2,13387.66,0,0
2020-02-28,42,B,11,21,11,39,6H2BKO4,P9X78UI,VTENKFH,,9503003919,US,CN,8.0,A,S,3.2,214.08000000000004,0,0
2020-02-28,20,B,11,21,12,9,DWNJQL8,GAZWHE9,GCPNHU7,,7602000000,US,US,0.0,A,G,37785.0,370293.0,0,0
2020-02-28,39,B,11,21,42,10,QAPTCZY,1OEQLFX,11QW0RB,,8701929000,US,US,8.0,A,B,1200.0,3174120.0,0,0
2020-02-28,20,B,10,21,41,10,LSTUCM7,15C5IFV,UXX1AJX,,6109909090,CN,CN,13.0,A,Y,0.7,145.18,0,0
2020-02-28,40,B,84,21,11,10,90QOU11,JWPF98E,PTGAIHC,,6211499000,IT,TR,13.0,A,G,6.0,783.5999999999998,0,0
2020-02-28,39,B,11,21,11,9,43MSLZK,EEWK5SY,S8STOFX,,6206401000,CN,CN,13.0,A,B,2.0,38.2,0,0
2020-02-29,29,B,11,21,11,9,PF1L1IG,HFV8WOP,0QA7HPA,,8210005000,CN,CN,3.2,FCN1,E,122.0,3611.2,0,0
2020-02-29,19,B,11,21,11,38,IL0ECV3,BWQWUST,FQKH1PD,,8542391000,TH,TH,0.0,CIT,Y,9.5,397.1,0,0
2020-02-29,20,B,10,21,11,10,A0ZY90B,DC5RMAI,CF48FM6,,7308909000,CN,CN,0.0,C,E,1504.5,9929.7,0,0
2020-02-29,11,B,11,21,11,40,KR8JM9H,UWC5UR4,2DVCRW4,H35Z1A,3907301000,JP,JP,6.5,C,E,15.0,52746.0,0,0
2020-02-29,20,B,10,21,11,9,CUSAU8B,IJ1TI6V,3EVLVZQ,,9105290000,CN,CN,0.0,FCN1,S,167.2,15984.319999999998,0,0
2020-02-29,30,B,11,21,13,10,GBX6W6J,OTMWSDC,880GJDV,,3004909900,CH,CH,0.0,FEF1,Y,2151.0,597978.0,0,0
2020-02-29,40,B,10,21,11,9,7IS620N,S3N2VZV,3XM1M2Y,,4202221090,BE,FR,0.0,FEU1,S,2.4,23.04,0,0
2020-02-29,40,B,10,21,17,10,95AXUJ2,OVHNMR8,XOGGBMY,,3923100000,JP,KR,6.5,CIT,G,1569.0,5020.8,0,0
2020-02-29,40,B,11,21,11,40,OOLW1MT,JBRDYDG,QMN762R,,6110200000,HK,IT,13.0,A,E,2.5,66.0,0,0
2020-02-29,31,B,11,21,43,10,ZMPZ6CU,52SMDSV,2OQZJ37,MWIDNS,8714990000,CN,CN,8.0,A,Y,200.2,1341.34,0,0
2020-03-01,20,B,12,21,10,10,PF1L1IG,3GMDNXJ,A42C96O,,9401699000,CN,CN,0.0,C,Y,19677.3,1412830.14,0,0
2020-03-01,19,B,11,21,11,9,L5GONLU,EY2CJ4O,5AZO1PB,,6402999000,VN,VN,0.0,FAS1,B,3705.0,380874.0,0,0
2020-03-01,15,B,11,21,18,10,HUIUK4E,BSUHCD2,RZF598Q,77BN4M,8518304000,CN,CN,0.0,CIT,G,50.0,57535.0,1,1
2020-03-01,60,B,11,21,42,10,0T3CLBM,3O2ERTO,2HHJCGU,NKOQIL,8517129090,CN,CN,0.0,C,G,1500.0,21809100.0,1,1
2020-03-01,41,B,11,21,11,10,7IS620N,A20UDXN,SF7GUU2,,6403919000,US,CN,13.0,A,G,1.6,150.4,0,0
2020-03-01,30,B,11,21,11,10,D3V1AKD,DMXEVBW,O6LSQX6,MWIDNS,6907230000,IN,IN,8.0,A,B,54300.0,1167450.0,0,0
2020-03-01,31,B,11,21,11,10,FFYQIST,XWSKRS7,X90PJ7Q,,4202322000,CN,CN,3.2,FCN1,Y,230.0,3404.0,0,0
2020-03-01,21,B,12,21,10,11,KWSE1HX,EAPRJGG,Z64QME2,,8711201000,VN,VN,0.0,FVN1,G,125.4,100520.64,0,0
2020-03-01,40,B,11,21,11,10,X6Z3FIF,VEPI8HP,N4UQ2R6,,6109101000,CN,CN,6.9,FCN1,S,140.2,2187.12,0,0
2020-03-01,39,B,11,21,11,40,FG66YE1,U0RWG1O,3RL6R8K,,6307909000,CN,CN,10.0,A,Y,25.0,57.49999999999999,0,0
2020-03-01,20,B,10,21,11,39,89L3UKQ,CBZU3TU,9TG9HU1,,8424201000,CN,CN,2.4,FCN1,Y,182.0,10829.0,1,1
2020-03-01,29,B,11,21,11,10,C59H5VF,5SL3HDI,HRHHZL7,,8467920000,US,CH,8.0,A,E,7.0,8402.1,1,1
2020-03-01,40,B,11,21,44,39,MW0MVTJ,51CAVEE,89GP0T6,,7019909000,CN,CN,3.2,FCN1,B,45482.0,14822583.8,0,0
2020-03-01,58,B,11,11,11,39,WDN6NM0,W20QCP8,HHVPGRI,,4420101000,CN,CN,4.8,FCN1,B,14.0,175.0,1,1
2020-03-01,40,B,11,21,11,10,W8UXMQ2,5X632ZN,MOBXUKP,,6307909000,CN,CN,4.0,FCN1,B,566.0,1301.8,0,0
2020-03-01,14,B,11,21,42,10,NRZMBM4,ARO02B1,A6DACTV,B12OMY,3926909000,CN,CN,6.5,C,E,38.8,23.28,0,0
2020-03-01,19,B,11,21,42,10,43MSLZK,CPFU05E,3JO5XOA,,8533401000,GB,TW,0.0,C,G,6.8,15657.0,0,0
2020-03-01,31,B,23,21,11,10,LXUHUS8,YSRFMNX,M4QSCPG,LYVC23,2008999000,CN,CN,45.0,A,B,23996.0,1005432.4,0,0
2020-03-01,20,B,11,21,11,40,CBAFTXD,BWGOC1F,GDDJHMX,MWIDNS,3921191090,SG,US,6.5,C,B,0.1,2.5,0,0
2020-03-01,20,B,11,21,11,10,XGY4KE1,TC8MPL1,D7ZFBSD,MWIDNS,2002901000,US,US,5.0,A,B,17.8,8250.300000000001,0,0
2020-03-01,39,B,11,21,11,11,7Y5OGPF,Z87M9KM,HTEWGV7,EIZP3I,6204630000,CN,CN,6.5,E1,S,18.9,1243.62,0,0
2020-03-01,40,B,11,21,43,41,L77JJEG,QVZ2WVU,SNL1E2J,W6UCD9,3304999000,JP,JP,6.5,C,Y,1.7,455.09,0,0
2020-03-01,30,B,11,21,11,10,49TKV7A,X2XBON4,WBNSMN3,W6UCD9,9018199000,CN,US,1.3,C,Y,0.3,243.3,0,0
2020-03-01,30,B,11,21,13,10,BC22YRB,5DWPAR4,P569RSH,,6204530000,CN,CN,13.0,A,G,12.0,480.0,0,0
2020-03-01,40,B,12,21,11,10,IBIGZ7F,SG96QF9,86T1NBO,,6202931000,CN,CN,13.0,A,B,1034.3,78193.07999999999,0,0
2020-03-01,39,B,10,21,17,9,G0AJB20,NLNY2BW,PUR3454,,3304992000,JP,JP,6.5,C,B,743.2,18802.960000000006,0,0
2020-03-02,20,B,10,21,10,10,158PVN2,X79P5KW,UXX1AJX,,6506100000,CN,CN,3.2,FCN1,E,938.0,199981.6,0,0
2020-03-02,40,B,88,21,11,10,MRTAD2U,C14T3P8,Q7Q5NE9,,6802930000,CN,CN,8.0,A,E,71700.0,774360.0,0,0
2020-03-02,21,B,11,21,11,39,A7POIBB,JRRBOZJ,23RIU88,,6204420000,CN,CN,5.2,FCN1,Y,35.0,2040.5,0,0
2020-03-02,19,B,11,21,11,11,R5P6P4N,NEH6XAZ,2JUMJC8,,3304999000,JP,JP,6.5,C,Y,12.6,3373.02,0,0
2020-03-02,19,B,11,21,11,9,PF1L1IG,MTMOGMM,,,8414519000,CN,CN,0.0,FCN1,G,450.0,182160.0,0,0
2020-03-02,39,B,11,21,11,41,RZXCX7U,A1EANKZ,WOPT1VE,,8482109000,DE,CN,8.0,A,Y,6.0,761.4000000000002,0,0
2020-03-02,20,B,87,21,11,9,AY5N2KW,VFS1VFI,1VRR8DV,,7307290000,US,TW,8.0,A,G,0.2,153.3,1,1
2020-03-02,75,B,10,21,11,39,Q1017CC,O98KQL8,WISOEMG,MWIDNS,3926400000,CN,CN,6.5,C,G,462.9,1805.31,0,0
2020-03-02,20,B,11,21,11,10,EXFD59O,T7GUNCM,OOHVJZ2,,9506290000,CN,CN,8.0,A,S,42.0,17371.2,0,0
2020-03-02,40,B,11,21,16,10,3VSNLR8,OQGTRGJ,R75E54A,,5105310000,CN,CN,0.0,A,G,159.9,3726197.67,0,0
2020-03-02,38,B,11,21,11,42,MKP9Y8X,31B9IMY,,,8531201000,HK,CN,0.0,C,S,33.0,20773.5,0,0
2020-03-02,14,B,23,25,42,10,8HFT6WC,CNIHSJS,1DFQU9H,,7323990000,US,US,0.0,FUS1,B,1.0,54.7,1,1
2020-03-02,10,B,11,21,11,11,CAMN5SR,W6VAYDZ,,,8443991000,CN,CN,0.0,CIT,B,2825.6,187902.4,0,0
2020-03-02,30,B,11,21,11,40,C6MLPCX,VF6XPL4,CU3U0KK,,8437909000,VN,VN,0.0,FAS1,G,348.0,368288.4,0,0
2020-03-02,41,B,10,21,11,9,KXJKVNF,SWNQJ1A,E44MM7Y,,8480790000,VN,KR,8.0,A,B,167.0,2371.4,0,0
2020-03-02,12,B,11,21,41,41,6S9XT46,0B699XB,WXFK87I,,2005991000,CN,CN,20.0,A,Y,2000.0,128400.0,0,0
2020-03-02,40,B,11,21,11,39,8XNBPP4,P9O480R,RWXMBML,,7321810000,CN,CN,8.0,A,E,63.0,34095.60000000001,0,0
2020-03-02,20,B,12,21,11,40,DWNJQL8,5ID4LSN,U5WWXIT,,5206239000,CN,CN,8.0,A,E,985.9,732622.29,0,0
2020-03-02,19,B,11,21,11,41,L5GONLU,9ISMYBS,7HB4P94,,6204629000,CN,CN,11.7,FCN1,Y,15.0,2104.5,0,0
